"","X","Unit","Date","ID","Year","Month","Individual","INJ","TA","takeover.date","time.since.takeover","Sex","DOB","Age","AgeCat","T.State.Date","T.State","I.State.Date","I.State","to_yn","next.takeover","time.to.takeover"
"1089","1353","C","2011-02-01","CAK","2011"," 2","Cake",0,"FALSE","2/1/11","  0.000000","FALSE","2002-09-19"," 8.363885","A","1/31/11","Cycling","1/31/11","Cycling","Y",NA,NA
"1090","1367","C","2011-03-01","CAK","2011"," 3","Cake",0,"FALSE","2/1/11","  4.000000","FALSE","2002-09-19"," 8.440492","A","1/31/11","Cycling","1/31/11","Cycling","Y",NA,NA
"1091","1377","C","2011-04-01","CAK","2011"," 4","Cake",0,"FALSE","2/1/11","  8.428571","FALSE","2002-09-19"," 8.525308","A","1/31/11","Cycling","1/31/11","Cycling","Y",NA,NA
"1092","1390","C","2011-05-01","CAK","2011"," 5","Cake",0,"FALSE","2/1/11"," 12.714286","FALSE","2002-09-19"," 8.607387","A","1/31/11","Cycling","1/31/11","Cycling","Y",NA,NA
"1093","1400","C","2011-06-01","CAK","2011"," 6","Cake",0,"FALSE","2/1/11"," 17.142857","FALSE","2002-09-19"," 8.692202","A","1/31/11","Cycling","1/31/11","Cycling","N",NA,NA
"1094","1403","C","2011-07-01","CAK","2011"," 7","Cake",0,"FALSE","2/1/11"," 21.428571","FALSE","2002-09-19"," 8.774282","A","1/31/11","Cycling","1/31/11","Cycling","N",NA,NA
"1095","1421","C","2011-08-01","CAK","2011"," 8","Cake",0,"FALSE","2/1/11"," 25.857143","FALSE","2002-09-19"," 8.859097","A","1/31/11","Cycling","1/31/11","Cycling","N",NA,NA
"1096","1431","C","2011-09-01","CAK","2011"," 9","Cake",0,"FALSE","2/1/11"," 30.285714","FALSE","2002-09-19"," 8.943912","A","1/31/11","Cycling","1/31/11","Cycling","N",NA,NA
"1097","1000","C","2008-02-01","CAL","2008"," 2","Cali",0,"FALSE","2/1/08","  0.000000","FALSE","1988-07-24","19.510260","A","12/22/07","Lactating","12/22/07","Lactating","Y","2009-04-01",60.7142857142857
"1098","1005","C","2008-03-01","CAL","2008"," 3","Cali",0,"FALSE","2/1/08","  4.142857","FALSE","1988-07-24","19.589603","A","12/22/07","Lactating","12/22/07","Lactating","Y","2009-04-01",56.5714285714286
"1099","1020","C","2008-04-01","CAL","2008"," 4","Cali",0,"FALSE","2/1/08","  8.571429","FALSE","1988-07-24","19.674419","A","12/22/07","Lactating","3/10/08","Cycling","Y","2009-04-01",52.1428571428571
"1100","1030","C","2008-05-01","CAL","2008"," 5","Cali",0,"FALSE","2/1/08"," 12.857143","FALSE","1988-07-24","19.756498","A","12/22/07","Lactating","3/10/08","Cycling","Y","2009-04-01",47.8571428571429
"1101","1033","C","2008-06-01","CAL","2008"," 6","Cali",0,"FALSE","2/1/08"," 17.285714","FALSE","1988-07-24","19.841313","A","12/22/07","Lactating","3/10/08","Cycling","N","2009-04-01",43.4285714285714
"1102","1047","C","2008-07-01","CAL","2008"," 7","Cali",0,"FALSE","2/1/08"," 21.571429","FALSE","1988-07-24","19.923393","A","12/22/07","Lactating","3/10/08","Cycling","N","2009-04-01",39.1428571428571
"1103","1052","C","2008-08-01","CAL","2008"," 8","Cali",0,"FALSE","2/1/08"," 26.000000","FALSE","1988-07-24","20.008208","A","12/22/07","Lactating","3/10/08","Cycling","N","2009-04-01",34.7142857142857
"1104","1067","C","2008-09-01","CAL","2008"," 9","Cali",0,"FALSE","2/1/08"," 30.428571","FALSE","1988-07-24","20.093023","A","12/22/07","Lactating","3/10/08","Cycling","N","2009-04-01",30.2857142857143
"1109","1105","C","2009-02-01","CAL","2009"," 2","Cali",0,"FALSE","2/1/08"," 52.285714","FALSE","1988-07-24","20.511628","A","12/22/07","Lactating","1/20/09","Pregnant","N","2009-04-01",8.42857142857143
"1110","1116","C","2009-03-01","CAL","2009"," 3","Cali",0,"FALSE","2/1/08"," 56.285714","FALSE","1988-07-24","20.588235","A","12/22/07","Lactating","1/20/09","Pregnant","N","2009-04-01",4.42857142857143
"1111","1128","C","2009-04-01","CAL","2009"," 4","Cali",0,"FALSE","2/1/08"," 60.714286","FALSE","1988-07-24","20.673051","A","12/22/07","Lactating","1/20/09","Pregnant","N","2009-04-01",0
"1112","1140","C","2009-05-01","CAL","2009"," 5","Cali",0,"FALSE","4/1/09","  4.285714","FALSE","1988-07-24","20.755130","A","1/20/09","Pregnant","4/15/09","Cycling","Y","2011-03-01",95.5714285714286
"1113","1149","C","2009-06-01","CAL","2009"," 6","Cali",0,"FALSE","4/1/09","  8.714286","FALSE","1988-07-24","20.839945","A","1/20/09","Pregnant","4/15/09","Cycling","Y","2011-03-01",91.1428571428571
"1114","1159","C","2009-07-01","CAL","2009"," 7","Cali",0,"FALSE","4/1/09"," 13.000000","FALSE","1988-07-24","20.922025","A","1/20/09","Pregnant","4/15/09","Cycling","Y","2011-03-01",86.8571428571429
"1115","1166","C","2009-08-01","CAL","2009"," 8","Cali",0,"FALSE","4/1/09"," 17.428571","FALSE","1988-07-24","21.006840","A","1/20/09","Pregnant","7/25/09","Pregnant","N","2011-03-01",82.4285714285714
"1116","1173","C","2009-09-01","CAL","2009"," 9","Cali",0,"FALSE","4/1/09"," 21.857143","FALSE","1988-07-24","21.091655","A","1/20/09","Pregnant","7/25/09","Pregnant","N","2011-03-01",78
"1117","1179","C","2009-10-01","CAL","2009","10","Cali",0,"FALSE","4/1/09"," 26.142857","FALSE","1988-07-24","21.173735","A","1/20/09","Pregnant","7/25/09","Pregnant","N","2011-03-01",73.7142857142857
"1118","1196","C","2009-11-01","CAL","2009","11","Cali",0,"FALSE","4/1/09"," 30.571429","FALSE","1988-07-24","21.258550","A","1/20/09","Pregnant","7/25/09","Pregnant","N","2011-03-01",69.2857142857143
"1119","1203","C","2009-12-01","CAL","2009","12","Cali",0,"FALSE","4/1/09"," 34.857143","FALSE","1988-07-24","21.340629","A","1/20/09","Pregnant","7/25/09","Pregnant","N","2011-03-01",65
"1120","1215","C","2010-01-01","CAL","2010"," 1","Cali",0,"FALSE","4/1/09"," 39.285714","FALSE","1988-07-24","21.425445","A","1/20/09","Pregnant","7/25/09","Pregnant","N","2011-03-01",60.5714285714286
"1121","1228","C","2010-02-01","CAL","2010"," 2","Cali",0,"FALSE","4/1/09"," 43.714286","FALSE","1988-07-24","21.510260","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",56.1428571428571
"1122","1240","C","2010-03-01","CAL","2010"," 3","Cali",0,"FALSE","4/1/09"," 47.714286","FALSE","1988-07-24","21.586867","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",52.1428571428571
"1123","1248","C","2010-04-01","CAL","2010"," 4","Cali",0,"FALSE","4/1/09"," 52.142857","FALSE","1988-07-24","21.671683","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",47.7142857142857
"1124","1257","C","2010-05-01","CAL","2010"," 5","Cali",0,"FALSE","4/1/09"," 56.428571","FALSE","1988-07-24","21.753762","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",43.4285714285714
"1125","1270","C","2010-06-01","CAL","2010"," 6","Cali",0,"FALSE","4/1/09"," 60.857143","FALSE","1988-07-24","21.838577","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",39
"1126","1282","C","2010-07-01","CAL","2010"," 7","Cali",0,"FALSE","4/1/09"," 65.142857","FALSE","1988-07-24","21.920657","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",34.7142857142857
"1127","1294","C","2010-08-01","CAL","2010"," 8","Cali",0,"FALSE","4/1/09"," 69.571429","FALSE","1988-07-24","22.005472","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",30.2857142857143
"1128","1303","C","2010-09-01","CAL","2010"," 9","Cali",0,"FALSE","4/1/09"," 74.000000","FALSE","1988-07-24","22.090287","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",25.8571428571429
"1129","1315","C","2010-10-01","CAL","2010","10","Cali",0,"FALSE","4/1/09"," 78.285714","FALSE","1988-07-24","22.172367","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",21.5714285714286
"1130","1321","C","2010-11-01","CAL","2010","11","Cali",0,"FALSE","4/1/09"," 82.714286","FALSE","1988-07-24","22.257182","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",17.1428571428571
"1131","1337","C","2010-12-01","CAL","2010","12","Cali",0,"FALSE","4/1/09"," 87.000000","FALSE","1988-07-24","22.339261","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",12.8571428571429
"1132","1347","C","2011-01-01","CAL","2011"," 1","Cali",0,"FALSE","4/1/09"," 91.428571","FALSE","1988-07-24","22.424077","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",8.42857142857143
"1133","1349","C","2011-02-01","CAL","2011"," 2","Cali",0,"FALSE","4/1/09"," 95.857143","FALSE","1988-07-24","22.508892","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",4
"1134","1365","C","2011-03-01","CAL","2011"," 3","Cali",0,"FALSE","4/1/09"," 99.857143","FALSE","1988-07-24","22.585499","A","1/20/09","Pregnant","1/24/10","Lactating","N","2011-03-01",0
"1135","1373","C","2011-04-01","CAL","2011"," 4","Cali",0,"FALSE","4/1/11","  0.000000","FALSE","1988-07-24","22.670315","A","3/29/11","Cycling","3/29/11","Cycling","Y","2011-12-01",34.8571428571429
"1136","1385","C","2011-05-01","CAL","2011"," 5","Cali",0,"FALSE","4/1/11","  4.285714","FALSE","1988-07-24","22.752394","A","3/29/11","Cycling","3/29/11","Cycling","Y","2011-12-01",30.5714285714286
"1137","1396","C","2011-06-01","CAL","2011"," 6","Cali",0,"FALSE","4/1/11","  8.714286","FALSE","1988-07-24","22.837209","A","3/29/11","Cycling","3/29/11","Cycling","Y","2011-12-01",26.1428571428571
"1149","1519","C","2012-06-01","CAL","2012"," 6","Cali",0,"FALSE","6/1/12","  0.000000","FALSE","1988-07-24","23.838577","A","3/29/11","Cycling","3/29/11","Cycling","Y",NA,NA
"1150","1528","C","2012-07-01","CAL","2012"," 7","Cali",0,"FALSE","6/1/12","  4.285714","FALSE","1988-07-24","23.920657","A","3/29/11","Cycling","3/29/11","Cycling","Y",NA,NA
"1151","1537","C","2012-08-01","CAL","2012"," 8","Cali",0,"FALSE","6/1/12","  8.714286","FALSE","1988-07-24","24.005472","A","3/29/11","Cycling","3/29/11","Cycling","Y",NA,NA
"1152","1548","C","2012-09-01","CAL","2012"," 9","Cali",0,"FALSE","6/1/12"," 13.142857","FALSE","1988-07-24","24.090287","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1153","1561","C","2012-10-01","CAL","2012","10","Cali",0,"FALSE","6/1/12"," 17.428571","FALSE","1988-07-24","24.172367","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1154","1570","C","2012-11-01","CAL","2012","11","Cali",0,"FALSE","6/1/12"," 21.857143","FALSE","1988-07-24","24.257182","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1155","1583","C","2012-12-01","CAL","2012","12","Cali",0,"FALSE","6/1/12"," 26.142857","FALSE","1988-07-24","24.339261","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1156","1591","C","2013-01-01","CAL","2013"," 1","Cali",0,"FALSE","6/1/12"," 30.571429","FALSE","1988-07-24","24.424077","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1157","1597","C","2013-02-01","CAL","2013"," 2","Cali",0,"FALSE","6/1/12"," 35.000000","FALSE","1988-07-24","24.508892","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1158","1608","C","2013-03-01","CAL","2013"," 3","Cali",0,"FALSE","6/1/12"," 39.000000","FALSE","1988-07-24","24.585499","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1159","1614","C","2013-04-01","CAL","2013"," 4","Cali",0,"FALSE","6/1/12"," 43.428571","FALSE","1988-07-24","24.670315","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1160","1627","C","2013-05-01","CAL","2013"," 5","Cali",0,"FALSE","6/1/12"," 47.714286","FALSE","1988-07-24","24.752394","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1161","1636","C","2013-06-01","CAL","2013"," 6","Cali",0,"FALSE","6/1/12"," 52.142857","FALSE","1988-07-24","24.837209","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1162","1644","C","2013-07-01","CAL","2013"," 7","Cali",0,"FALSE","6/1/12"," 56.428571","FALSE","1988-07-24","24.919289","A","3/29/11","Cycling","3/29/11","Cycling","N",NA,NA
"1174","1514","C","2012-06-01","CAP","2012"," 6","Capricorn",0,"FALSE","6/1/12","  0.000000","FALSE","2005-12-01"," 6.495212","A","6/20/11","Cycling","6/20/11","Cycling","Y","2014-10-01",121.714285714286
"1175","1525","C","2012-07-01","CAP","2012"," 7","Capricorn",0,"FALSE","6/1/12","  4.285714","FALSE","2005-12-01"," 6.577291","A","6/20/11","Cycling","6/20/11","Cycling","Y","2014-10-01",117.428571428571
"1176","1534","C","2012-08-01","CAP","2012"," 8","Capricorn",0,"FALSE","6/1/12","  8.714286","FALSE","2005-12-01"," 6.662107","A","6/20/11","Cycling","7/21/12","Pregnant","Y","2014-10-01",113
"1177","1544","C","2012-09-01","CAP","2012"," 9","Capricorn",0,"FALSE","6/1/12"," 13.142857","FALSE","2005-12-01"," 6.746922","A","6/20/11","Cycling","7/21/12","Pregnant","N","2014-10-01",108.571428571429
"1178","1554","C","2012-10-01","CAP","2012","10","Capricorn",0,"FALSE","6/1/12"," 17.428571","FALSE","2005-12-01"," 6.829001","A","6/20/11","Cycling","7/21/12","Pregnant","N","2014-10-01",104.285714285714
"1179","1569","C","2012-11-01","CAP","2012","11","Capricorn",0,"FALSE","6/1/12"," 21.857143","FALSE","2005-12-01"," 6.913817","A","6/20/11","Cycling","7/21/12","Pregnant","N","2014-10-01",99.8571428571429
"1180","1582","C","2012-12-01","CAP","2012","12","Capricorn",0,"FALSE","6/1/12"," 26.142857","FALSE","2005-12-01"," 6.995896","A","6/20/11","Cycling","7/21/12","Pregnant","N","2014-10-01",95.5714285714286
"1181","1589","C","2013-01-01","CAP","2013"," 1","Capricorn",0,"FALSE","6/1/12"," 30.571429","FALSE","2005-12-01"," 7.080711","A","6/20/11","Cycling","7/21/12","Pregnant","N","2014-10-01",91.1428571428571
"1182","1598","C","2013-02-01","CAP","2013"," 2","Capricorn",0,"FALSE","6/1/12"," 35.000000","FALSE","2005-12-01"," 7.165527","A","6/20/11","Cycling","1/29/13","Lactating","N","2014-10-01",86.7142857142857
"1183","1610","C","2013-03-01","CAP","2013"," 3","Capricorn",0,"FALSE","6/1/12"," 39.000000","FALSE","2005-12-01"," 7.242134","A","6/20/11","Cycling","1/29/13","Lactating","N","2014-10-01",82.7142857142857
"1184","1617","C","2013-04-01","CAP","2013"," 4","Capricorn",0,"FALSE","6/1/12"," 43.428571","FALSE","2005-12-01"," 7.326949","A","6/20/11","Cycling","1/29/13","Lactating","N","2014-10-01",78.2857142857143
"1185","1641","C","2013-07-01","CAP","2013"," 7","Capricorn",0,"FALSE","6/1/12"," 56.428571","FALSE","2005-12-01"," 7.575923","A","6/20/11","Cycling","1/29/13","Lactating","N","2014-10-01",65.2857142857143
"1186","1653","C","2013-08-01","CAP","2013"," 8","Capricorn",0,"FALSE","6/1/12"," 60.857143","FALSE","2005-12-01"," 7.660739","A","6/20/11","Cycling","1/29/13","Lactating","N","2014-10-01",60.8571428571429
"1187","1660","C","2013-09-01","CAP","2013"," 9","Capricorn",0,"FALSE","6/1/12"," 65.285714","FALSE","2005-12-01"," 7.745554","A","6/20/11","Cycling","8/24/13","Pregnant","N","2014-10-01",56.4285714285714
"1188","1663","C","2013-10-01","CAP","2013","10","Capricorn",0,"FALSE","6/1/12"," 69.571429","FALSE","2005-12-01"," 7.827633","A","6/20/11","Cycling","8/24/13","Pregnant","N","2014-10-01",52.1428571428571
"1189","1678","C","2013-11-01","CAP","2013","11","Capricorn",0,"FALSE","6/1/12"," 74.000000","FALSE","2005-12-01"," 7.912449","A","6/20/11","Cycling","8/24/13","Pregnant","N","2014-10-01",47.7142857142857
"1190","1684","C","2013-12-01","CAP","2013","12","Capricorn",0,"FALSE","6/1/12"," 78.285714","FALSE","2005-12-01"," 7.994528","A","6/20/11","Cycling","8/24/13","Pregnant","N","2014-10-01",43.4285714285714
"1191","1694","C","2014-01-01","CAP","2014"," 1","Capricorn",0,"FALSE","6/1/12"," 82.714286","FALSE","2005-12-01"," 8.079343","A","6/20/11","Cycling","8/24/13","Pregnant","N","2014-10-01",39
"1192","1695","C","2014-02-01","CAP","2014"," 2","Capricorn",0,"FALSE","6/1/12"," 87.142857","FALSE","2005-12-01"," 8.164159","A","6/20/11","Cycling","8/24/13","Pregnant","N","2014-10-01",34.5714285714286
"1193","1704","C","2014-03-01","CAP","2014"," 3","Capricorn",0,"FALSE","6/1/12"," 91.142857","FALSE","2005-12-01"," 8.240766","A","6/20/11","Cycling","2/23/14","Lactating","N","2014-10-01",30.5714285714286
"1194","1712","C","2014-04-01","CAP","2014"," 4","Capricorn",0,"FALSE","6/1/12"," 95.571429","FALSE","2005-12-01"," 8.325581","A","6/20/11","Cycling","2/23/14","Lactating","N","2014-10-01",26.1428571428571
"1195","1721","C","2014-05-01","CAP","2014"," 5","Capricorn",0,"FALSE","6/1/12"," 99.857143","FALSE","2005-12-01"," 8.407661","A","6/20/11","Cycling","2/23/14","Lactating","N","2014-10-01",21.8571428571429
"1196","1727","C","2014-06-01","CAP","2014"," 6","Capricorn",0,"FALSE","6/1/12","104.285714","FALSE","2005-12-01"," 8.492476","A","6/20/11","Cycling","2/23/14","Lactating","N","2014-10-01",17.4285714285714
"1197","1736","C","2014-07-01","CAP","2014"," 7","Capricorn",0,"FALSE","6/1/12","108.571429","FALSE","2005-12-01"," 8.574555","A","6/20/11","Cycling","2/23/14","Lactating","N","2014-10-01",13.1428571428571
"1198","1744","C","2014-08-01","CAP","2014"," 8","Capricorn",0,"FALSE","6/1/12","113.000000","FALSE","2005-12-01"," 8.659371","A","6/20/11","Cycling","2/23/14","Lactating","N","2014-10-01",8.71428571428571
"1199","1748","C","2014-09-01","CAP","2014"," 9","Capricorn",0,"FALSE","6/1/12","117.428571","FALSE","2005-12-01"," 8.744186","A","6/20/11","Cycling","2/23/14","Lactating","N","2014-10-01",4.28571428571429
"1200","1753","C","2014-10-01","CAP","2014","10","Capricorn",0,"FALSE","10/1/14","  0.000000","FALSE","2005-12-01"," 8.826265","A","2/23/14","Lactating","2/23/14","Lactating","Y",NA,NA
"1201","1761","C","2014-11-01","CAP","2014","11","Capricorn",0,"FALSE","10/1/14","  4.428571","FALSE","2005-12-01"," 8.911081","A","2/23/14","Lactating","10/15/14","Cycling","Y",NA,NA
"1202","1771","C","2014-12-01","CAP","2014","12","Capricorn",0,"FALSE","10/1/14","  8.714286","FALSE","2005-12-01"," 8.993160","A","2/23/14","Lactating","10/15/14","Cycling","Y",NA,NA
"1203","1775","C","2015-01-01","CAP","2015"," 1","Capricorn",0,"FALSE","10/1/14"," 13.142857","FALSE","2005-12-01"," 9.077975","A","2/23/14","Lactating","10/15/14","Cycling","N",NA,NA
"1204","1785","C","2015-02-01","CAP","2015"," 2","Capricorn",0,"FALSE","10/1/14"," 17.571429","FALSE","2005-12-01"," 9.162791","A","2/23/14","Lactating","10/15/14","Cycling","N",NA,NA
"1205","1791","C","2015-03-01","CAP","2015"," 3","Capricorn",0,"FALSE","10/1/14"," 21.571429","FALSE","2005-12-01"," 9.239398","A","2/23/14","Lactating","10/15/14","Cycling","N",NA,NA
"1206","1799","C","2015-04-01","CAP","2015"," 4","Capricorn",0,"FALSE","10/1/14"," 26.000000","FALSE","2005-12-01"," 9.324213","A","2/23/14","Lactating","10/15/14","Cycling","N",NA,NA
"1207","1803","C","2015-05-01","CAP","2015"," 5","Capricorn",0,"FALSE","10/1/14"," 30.285714","FALSE","2005-12-01"," 9.406293","A","2/23/14","Lactating","10/15/14","Cycling","N",NA,NA
"1208","1811","C","2015-06-01","CAP","2015"," 6","Capricorn",0,"FALSE","10/1/14"," 34.714286","FALSE","2005-12-01"," 9.491108","A","2/23/14","Lactating","10/15/14","Cycling","N",NA,NA
"1209","1817","C","2015-07-01","CAP","2015"," 7","Capricorn",0,"FALSE","10/1/14"," 39.000000","FALSE","2005-12-01"," 9.573187","A","2/23/14","Lactating","10/15/14","Cycling","N",NA,NA
"1210","1826","C","2015-08-01","CAP","2015"," 8","Capricorn",0,"FALSE","10/1/14"," 43.428571","FALSE","2005-12-01"," 9.658003","A","2/23/14","Lactating","7/21/15","Pregnant","N",NA,NA
"1211","1832","C","2015-09-01","CAP","2015"," 9","Capricorn",0,"FALSE","10/1/14"," 47.857143","FALSE","2005-12-01"," 9.742818","A","2/23/14","Lactating","7/21/15","Pregnant","N",NA,NA
"1212","1842","C","2015-10-01","CAP","2015","10","Capricorn",0,"FALSE","10/1/14"," 52.142857","FALSE","2005-12-01"," 9.824897","A","2/23/14","Lactating","7/21/15","Pregnant","N",NA,NA
"1213","1848","C","2015-11-01","CAP","2015","11","Capricorn",0,"FALSE","10/1/14"," 56.571429","FALSE","2005-12-01"," 9.909713","A","2/23/14","Lactating","7/21/15","Pregnant","N",NA,NA
"1214","1852","C","2015-12-01","CAP","2015","12","Capricorn",0,"FALSE","10/1/14"," 60.857143","FALSE","2005-12-01"," 9.991792","A","2/23/14","Lactating","7/21/15","Pregnant","N",NA,NA
"1215","1858","C","2016-01-01","CAP","2016"," 1","Capricorn",0,"FALSE","10/1/14"," 65.285714","FALSE","2005-12-01","10.076607","A","2/23/14","Lactating","7/21/15","Pregnant","N",NA,NA
"1216","1868","C","2016-02-01","CAP","2016"," 2","Capricorn",0,"FALSE","10/1/14"," 69.714286","FALSE","2005-12-01","10.161423","A","2/23/14","Lactating","1/17/16","Lactating","N",NA,NA
"1217","1872","C","2016-03-01","CAP","2016"," 3","Capricorn",0,"FALSE","10/1/14"," 73.857143","FALSE","2005-12-01","10.240766","A","2/23/14","Lactating","1/17/16","Lactating","N",NA,NA
"1218","1881","C","2016-04-01","CAP","2016"," 4","Capricorn",0,"FALSE","10/1/14"," 78.285714","FALSE","2005-12-01","10.325581","A","2/23/14","Lactating","1/17/16","Lactating","N",NA,NA
"1219","1888","C","2016-05-01","CAP","2016"," 5","Capricorn",0,"FALSE","10/1/14"," 82.571429","FALSE","2005-12-01","10.407661","A","2/23/14","Lactating","1/17/16","Lactating","N",NA,NA
